"profil","author_id","rok","n_publikacji","n_punktowane","suma_pkt","capped"
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",1992,1,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",1994,6,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",1995,4,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",1996,6,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",1997,3,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",1998,3,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",1999,3,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2000,7,1,1,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2001,5,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2002,11,2,6,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2003,5,1,4,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2004,9,1,12,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2005,4,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2006,6,2,7,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2007,13,1,9,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2008,10,5,59,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2009,23,6,65,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2010,17,5,78,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2011,15,3,33,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2012,5,5,77,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2013,9,4,70,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2014,5,2,45,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2015,9,2,14,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2016,7,1,15,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2017,6,2,55,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2018,3,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2019,3,3,220,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2020,3,2,240,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2021,5,3,340,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2023,2,0,0,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2024,5,4,360,FALSE
"Anita Biesiada","UPWr49bb9cf6194e484e9840fabf523aeaa2",2025,2,0,0,FALSE
"Anita Jandy","UPWr4d9b1a6e38e24c0d863dba7b7b0fca95",2023,1,1,140,FALSE
"Anita Jandy","UPWr4d9b1a6e38e24c0d863dba7b7b0fca95",2025,1,0,0,FALSE
"Anna Fleszar","UPWr3f6f2dfbf4b64044ac428018244c2c67",2023,1,1,100,FALSE
"Anna Fleszar","UPWr3f6f2dfbf4b64044ac428018244c2c67",2025,1,0,0,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2008,2,1,6,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2010,1,1,6,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2011,2,2,10,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2012,6,5,23,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2013,3,1,9,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2014,5,1,13,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2015,8,0,0,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2016,2,1,35,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2017,1,1,11,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2019,3,0,0,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2020,4,2,200,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2021,14,14,1240,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2022,13,7,530,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2023,17,4,320,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2024,13,9,840,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2025,8,6,475,FALSE
"Anna Jama-Rodzeńska","UPWr1485b8def0c44b76b116350f352666de",2026,3,3,310,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",1996,2,0,0,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",1998,2,0,0,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",1999,4,0,0,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2000,2,1,3,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2001,5,0,0,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2002,3,2,30,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2003,8,2,6,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2004,5,1,5,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2005,8,2,24,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2006,4,1,5,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2007,15,2,34,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2008,11,3,24,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2009,11,7,66,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2010,7,3,24,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2011,14,1,5,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2012,12,7,50,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2013,12,10,199,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2014,23,11,92,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2015,40,2,30,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2016,17,8,116,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2017,17,8,179,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2018,9,5,140,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2019,11,5,510,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2020,9,6,640,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2021,3,3,300,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2022,13,3,340,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2023,21,5,310,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2024,4,2,240,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2025,3,2,200,FALSE
"Anna Karczewska","UPWr78599776ae6844018c22307835928c76",2026,1,1,100,FALSE
"Anna Kmieć","UPWr6a8fbdd03f2e4ca1beb5df91367a94b1",2023,1,0,0,FALSE
"Anna Kmieć","UPWr6a8fbdd03f2e4ca1beb5df91367a94b1",2024,1,1,100,FALSE
"Anna Kmieć","UPWr6a8fbdd03f2e4ca1beb5df91367a94b1",2026,2,2,280,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2001,2,2,3,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2002,2,1,3,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2004,2,2,8,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2005,2,1,6,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2006,2,1,3,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2007,4,3,18,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2009,4,2,12,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2011,2,2,20,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2012,1,1,7,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2013,3,2,30,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2014,3,2,29,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2015,4,2,16,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2016,4,2,18,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2017,6,6,85,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2018,4,0,0,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2019,7,2,200,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2020,5,2,85,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2021,2,2,75,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2022,2,2,60,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2023,5,3,280,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2024,1,1,70,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2025,1,0,0,FALSE
"Anna Koszelnik-Leszek","UPWr752e020e13c9452ea228d3705b04a762",2026,2,0,0,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2011,2,0,0,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2012,6,2,10,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2013,10,4,31,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2014,11,4,20,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2015,15,5,32,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2016,1,1,30,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2022,4,0,0,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2023,2,0,0,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2024,1,0,0,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2025,5,1,20,FALSE
"Anna Lehmann-Skoczylas","UPWr97424464a6f146b08363a4f7084c65ea",2026,6,0,0,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",1999,1,0,0,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2000,1,0,0,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2001,2,2,2,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2002,3,0,0,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2003,1,0,0,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2005,2,1,5,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2006,1,1,3,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2007,2,0,0,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2009,2,1,6,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2011,2,2,10,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2012,1,0,0,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2014,2,2,55,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2015,25,0,0,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2016,11,3,25,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2017,11,6,56,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2018,5,1,9,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2019,8,0,0,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2020,4,3,240,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2021,4,2,240,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2022,5,3,340,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2023,2,1,70,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2024,5,4,230,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2025,1,1,100,FALSE
"Anna Wondołowska-Grabowska","UPWr74d6d0e34547461a827a623b895cdca2",2026,1,1,100,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2011,2,0,0,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2012,7,1,5,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2013,3,2,10,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2014,12,2,49,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2015,5,2,50,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2016,12,4,74,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2017,16,3,48,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2018,3,2,45,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2019,6,4,330,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2020,3,3,300,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2021,4,3,340,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2022,6,4,540,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2023,3,1,140,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2024,3,3,350,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2025,9,3,420,FALSE
"Bartosz Kozak","UPWr2d626d1caad44522af72cc6e6bba8ff4",2026,4,1,140,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2012,2,1,5,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2013,7,5,46,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2014,7,6,38,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2015,10,7,45,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2016,17,13,70,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2017,7,5,65,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2018,13,11,97,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2019,4,3,60,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2020,2,2,120,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2021,1,1,100,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2022,1,1,100,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2023,3,2,170,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2024,3,2,120,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2025,3,3,140,FALSE
"Beata Cieniawska","UPWr39843b9204a54d7b840ac55151f641df",2026,2,2,200,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",1998,1,0,0,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2000,1,0,0,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2002,1,1,6,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2003,3,0,0,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2004,2,2,9,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2005,1,0,0,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2006,1,0,0,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2007,5,3,18,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2008,2,1,6,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2009,1,1,6,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2010,11,8,40,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2011,19,9,55,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2012,7,5,25,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2013,16,4,48,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2014,10,10,185,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2015,29,2,60,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2016,5,2,50,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2017,2,0,0,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2018,12,6,134,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2019,17,7,700,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2020,2,2,200,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2021,3,3,280,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2022,9,7,425,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2023,3,1,200,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2024,3,3,320,FALSE
"Beata Łabaz","UPWr1e8b1e9b5e3d484e96893baea3547b54",2025,6,6,540,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",1996,3,0,0,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2000,2,2,6,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2001,1,0,0,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2002,1,0,0,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2003,13,3,9,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2004,4,3,11,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2005,11,6,47,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2006,4,1,5,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2007,8,3,6,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2008,9,4,30,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2009,11,8,65,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2010,15,9,50,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2011,16,4,20,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2012,8,5,25,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2013,19,12,170,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2014,20,13,187,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2015,33,2,30,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2016,11,6,119,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2017,12,6,115,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2018,12,6,160,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2019,7,3,210,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2020,4,1,200,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2021,6,5,540,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2022,10,7,880,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2023,13,1,140,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2024,5,4,370,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2025,6,5,650,FALSE
"Bernard Gałka","UPWr3c874d513c9d4cf5863acdb38a5ee98a",2026,6,6,710,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",1995,1,0,0,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",1996,1,0,0,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",1999,2,1,1,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2000,4,1,4,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2001,5,3,12,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2002,11,5,18,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2003,6,6,22,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2005,2,1,4,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2006,3,3,12,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2007,3,2,12,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2008,4,3,18,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2009,4,2,18,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2010,4,4,24,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2011,8,5,25,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2012,5,4,18,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2013,7,7,35,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2014,3,0,0,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2015,5,0,0,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2016,4,3,30,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2017,11,6,93,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2018,4,3,40,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2019,3,1,140,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2020,2,2,140,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2021,2,2,240,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2023,2,2,340,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2024,2,2,240,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2025,3,3,420,FALSE
"Bogdan Stępień","UPWr352edf13feef4719ab7de8386107cc9b",2026,1,1,140,FALSE
"Bogna Kosyk","UPWr1090aeda1bb94fd18b363acddf7a014b",2020,2,1,140,FALSE
"Bogna Kosyk","UPWr1090aeda1bb94fd18b363acddf7a014b",2021,1,1,140,FALSE
"Bogna Kosyk","UPWr1090aeda1bb94fd18b363acddf7a014b",2023,3,1,140,FALSE
"Bożena Nizio","UPWre60023b7e5f84f8399efc968fdae1e8b",2025,1,0,0,FALSE
"Bożena Nizio","UPWre60023b7e5f84f8399efc968fdae1e8b",2026,1,0,0,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2007,1,0,0,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2008,4,1,9,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2009,25,2,15,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2010,20,1,20,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2011,21,1,8,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2012,18,2,25,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2013,21,2,34,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2014,22,2,50,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2015,22,1,9,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2016,17,0,0,FALSE
"Cecylia Uklańska-Pusz","UPWr9c97d218dcaa47a387c3f80fabb52c69",2017,24,3,93,FALSE
