profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,uczelnia,stanowisko_raw
Elżbieta Stanisława Jędrszczyk,dr hab. inż.,adiunkt,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0001-7387-3679,NA,NA,NA,4,9,32.188,19.734,1563,71,UR3a59f269550b44e298d75674436609c1,https://repo.ur.krakow.pl/info/author/UR3a59f269550b44e298d75674436609c1?lang=pl&r=publication&tab=main,urk,adiunkt
Agnieszka Józefowska,prof. dr hab. inż.,profesor,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0003-4922-2037,NA,NA,NA,11,13,123.664,47.204,4030,103,UR543479a8dcc4489b9ea86b91d3c17b81,https://repo.ur.krakow.pl/info/author/UR543479a8dcc4489b9ea86b91d3c17b81?lang=pl&r=publication&tab=main,urk,profesor
"Barbara Jurczyk, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0001-7203-4048,NA,NA,NA,3,19,152.443,56.762,3150,78,URfa7d2d478f354a8896acbaea4563ccb0,https://repo.ur.krakow.pl/info/author/URfa7d2d478f354a8896acbaea4563ccb0?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Piotr Kacorzyk, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0003-1653-9337,NA,NA,NA,5,6,43.325,20.332,2131,104,UR01cfc01e14f34e59be3fce498306cf43,https://repo.ur.krakow.pl/info/author/UR01cfc01e14f34e59be3fce498306cf43?lang=pl&r=publication&tab=main,urk,profesor uczelni
Andrzej Kalisz,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-8437-9307,NA,NA,NA,18,17,151.976,68.516,5210,98,URe7c273b2253743558622f30f494bc1fb,https://repo.ur.krakow.pl/info/author/URe7c273b2253743558622f30f494bc1fb?lang=pl&r=publication&tab=main,urk,profesor
"Anna Kapczyńska, prof. URK",dr hab. inż.,profesor uczelni,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0002-9887-4720,NA,NA,NA,1,7,62.126,29.24,2454,60,UR85222e4119694b818800ae26cd36fb50,https://repo.ur.krakow.pl/info/author/UR85222e4119694b818800ae26cd36fb50?lang=pl&r=publication&tab=main,urk,profesor uczelni
Marek Kasprowicz,dr,adiunkt,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0001-7955-5006,NA,NA,NA,1,6,31.824,13.011,800,22,UR3cf1acfd03594e2da11d602c7387c28e,https://repo.ur.krakow.pl/info/author/UR3cf1acfd03594e2da11d602c7387c28e?lang=pl&r=publication&tab=main,urk,adiunkt
"Gohar Khachatryan, prof. URK",dr hab.,profesor uczelni,Katedra Analizy i Oceny Jakości Żywności,Wydział Technologii Żywności,0000-0002-4601-7145,NA,NA,NA,15,19,281.093,83.971,7516,106,URf8bd1d0231954f4fae7a5c8e6ebbe8ad,https://repo.ur.krakow.pl/info/author/URf8bd1d0231954f4fae7a5c8e6ebbe8ad?lang=pl&r=publication&tab=main,urk,profesor uczelni
Daniel Kiełbasa,mgr,asystent,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,2,3,17.8,4.634,485,6,UR8972d897d9e1472ead27a7b84906cc23,https://repo.ur.krakow.pl/info/author/UR8972d897d9e1472ead27a7b84906cc23?lang=pl&r=publication&tab=main,urk,asystent
"Agnieszka Kiełkowska, prof. URK",dr hab. inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-1141-2011,NA,NA,NA,2,13,69.253,28.528,1886,50,UR6d7543a692e04f249a7ab2c0da65d956,https://repo.ur.krakow.pl/info/author/UR6d7543a692e04f249a7ab2c0da65d956?lang=pl&r=publication&tab=main,urk,profesor uczelni
Kazimierz Klima,prof. dr hab. inż.,profesor,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-5878-8908,NA,NA,NA,4,8,23.025,10.391,996,62,UR750890b250004c4d94c1b74cc20c2f2f,https://repo.ur.krakow.pl/info/author/UR750890b250004c4d94c1b74cc20c2f2f?lang=pl&r=publication&tab=main,urk,"profesor, kierownik Studiów Podyplomowych – Rolnictwo ekologiczne - produkcja i certyfikacja, produkty tradycyjne i regionalne"
"Magdalena Klimek-Chodacka, prof. URK",dr inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-6254-9280,NA,NA,NA,10,11,84.307,26.399,1923,34,URfcbf3a729ce44439a3d7198a308d5ddd,https://repo.ur.krakow.pl/info/author/URfcbf3a729ce44439a3d7198a308d5ddd?lang=pl&r=publication&tab=main,urk,profesor uczelni
Agnieszka Klimek-Kopyra,prof. dr hab. inż.,profesor,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-7426-2420,NA,NA,NA,9,15,201.634,94.271,6749,166,UR3cd96fc2fac64633808c8a763880cb0a,https://repo.ur.krakow.pl/info/author/UR3cd96fc2fac64633808c8a763880cb0a?lang=pl&r=publication&tab=main,urk,profesor
Angelika Kliszcz,dr inż.,asystent,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-1270-4414,NA,NA,NA,1,5,31.23,11.474,1169,48,UR3df8270a879b4004b3e6de9f415d1473,https://repo.ur.krakow.pl/info/author/UR3df8270a879b4004b3e6de9f415d1473?lang=pl&r=publication&tab=main,urk,asystent
Dawid Kocot,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0002-4459-642X,NA,NA,NA,NA,4,31.226,9.308,955,17,URa93a9fcc59e04c57bf86305ac50b220c,https://repo.ur.krakow.pl/info/author/URa93a9fcc59e04c57bf86305ac50b220c?lang=pl&r=publication&tab=main,urk,adiunkt
"Marek Kołodziejczyk, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-2551-1339,NA,NA,NA,1,7,18.222,15.833,1206,58,URae53a8cd45954619a8a8f939434342d2,https://repo.ur.krakow.pl/info/author/URae53a8cd45954619a8a8f939434342d2?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Anna Kołton, prof. URK",dr inż.,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0001-9827-5544,NA,NA,NA,4,13,89.844,34.631,2794,69,UR5ea77485d025472f904db9ab95db3938,https://repo.ur.krakow.pl/info/author/UR5ea77485d025472f904db9ab95db3938?lang=pl&r=publication&tab=main,urk,profesor uczelni
Monika Komorowska,dr inż.,adiunkt,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0002-9131-5387,NA,NA,NA,7,13,87.077,39.127,4234,80,URc21b651d8e3f43dfb1986305ff857f85,https://repo.ur.krakow.pl/info/author/URc21b651d8e3f43dfb1986305ff857f85?lang=pl&r=publication&tab=main,urk,adiunkt
Małgorzata Koncewicz-Baran,dr inż.,asystent,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0002-7703-7560,NA,NA,NA,4,4,7.804,4.987,263,22,UR0cdcb93cb9be450082ca902f0b4bea5c,https://repo.ur.krakow.pl/info/author/UR0cdcb93cb9be450082ca902f0b4bea5c?lang=pl&r=publication&tab=main,urk,asystent naukowo-dydaktyczny
Michał Kopeć,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0002-9992-7695,NA,NA,NA,14,15,140.022,55.068,3775,100,URdf047789412f441ca958e940fb265b39,https://repo.ur.krakow.pl/info/author/URdf047789412f441ca958e940fb265b39?lang=pl&r=publication&tab=main,urk,profesor
"Anna Korus, prof. URK",dr hab. inż.,profesor uczelni,Katedra Technologii Produktów Roślinnych i Higieny Żywienia,Wydział Technologii Żywności,0000-0003-2980-2368,NA,NA,NA,3,13,50.945,25.711,2019,69,UR816606ce1ff74ef0b54b113d4cd953d2,https://repo.ur.krakow.pl/info/author/UR816606ce1ff74ef0b54b113d4cd953d2?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Jarosław Korus, prof. URK",dr hab. inż.,profesor uczelni,Katedra Technologii Węglowodanów i Przetwórstwa Zbóż,Wydział Technologii Żywności,0000-0001-5659-5275,NA,NA,NA,2,24,115.615,51.713,3066,144,URc7cc698f96284629880fae47f8e7cb39,https://repo.ur.krakow.pl/info/author/URc7cc698f96284629880fae47f8e7cb39?lang=pl&r=publication&tab=main,urk,profesor uczelni
Barbara Kowalczyk,dr inż.,asystent,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,2,5,24.618,8.152,780,11,UR2c99be30a9254e79a9848523acf08cae,https://repo.ur.krakow.pl/info/author/UR2c99be30a9254e79a9848523acf08cae?lang=pl&r=publication&tab=main,urk,asystent
Maria Kowalik,prof. dr hab. inż.,profesor,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,NA,NA,NA,1.495,249,70,UR615f344df48a4f638dd9fd26105f018c,https://repo.ur.krakow.pl/info/author/UR615f344df48a4f638dd9fd26105f018c?lang=pl&r=publication&tab=main,urk,profesor
"Iwona Kowalska, prof. URK",dr hab. inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0012-6143,NA,NA,NA,9,12,89.392,35.964,2874,74,URd42fae525bda477ea2a690b1b8ed5e92,https://repo.ur.krakow.pl/info/author/URd42fae525bda477ea2a690b1b8ed5e92?lang=pl&r=publication&tab=main,urk,profesor uczelni
Grzegorz Kowalski,dr inż.,adiunkt,Katedra Inżynierii i Aparatury Przemysłu Spożywczego,Wydział Technologii Żywności,0000-0002-3339-3301,NA,NA,NA,2,8,42.857,12.25,940,18,UR00ca693df0a74e2e98bc9215e2f6324b,https://repo.ur.krakow.pl/info/author/UR00ca693df0a74e2e98bc9215e2f6324b?lang=pl&r=publication&tab=main,urk,adiunkt
"Stanisław Kowalski, prof. URK",dr hab. inż.,profesor uczelni,Katedra Technologii Węglowodanów i Przetwórstwa Zbóż,Wydział Technologii Żywności,0000-0001-5269-0291,NA,NA,NA,17,21,143.756,57.58,4148,168,UR14420d2f59f34b1993871ee1077c4fa7,https://repo.ur.krakow.pl/info/author/UR14420d2f59f34b1993871ee1077c4fa7?lang=pl&r=publication&tab=main,urk,profesor uczelni
Aleksandra Koźmińska,dr inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0002-3224-6377,NA,NA,NA,1,9,65.977,23.898,1991,44,UR1aa0e189c7744fa3ae3a79fffb03f358,https://repo.ur.krakow.pl/info/author/UR1aa0e189c7744fa3ae3a79fffb03f358?lang=pl&r=publication&tab=main,urk,adiunkt
Maciej Kuboń,prof. dr hab. inż.,profesor,"Katedra Inżynierii Produkcji, Logistyki i Informatyki Stosowanej",Wydział Inżynierii Produkcji i Energetyki,0000-0003-4847-8743,NA,NA,NA,17,20,175.9,82.507,10526,285,UR1997705c1d41437f95b3dd3792fd9f5a,https://repo.ur.krakow.pl/info/author/UR1997705c1d41437f95b3dd3792fd9f5a?lang=pl&r=publication&tab=main,urk,profesor
Bogdan Kulig,prof. dr hab. inż.,profesor,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-5152-5064,NA,NA,NA,6,9,54.576,32.122,2812,112,UR51e5330b2573446b8ca1098beb00d3eb,https://repo.ur.krakow.pl/info/author/UR51e5330b2573446b8ca1098beb00d3eb?lang=pl&r=publication&tab=main,urk,profesor
Edward Kunicki,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-6467-6312,NA,NA,NA,11,10,54.82,24.326,1766,45,UR808829e0417c4178b17298397b23850f,https://repo.ur.krakow.pl/info/author/UR808829e0417c4178b17298397b23850f?lang=pl&r=publication&tab=main,urk,profesor
Halina Kurzawińska,prof. dr hab. inż.,profesor,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0002-9433-9149,NA,NA,NA,NA,4,4.006,3.924,330,46,UR9f9a4e4e575d4310b487dc4b3dadf9d4,https://repo.ur.krakow.pl/info/author/UR9f9a4e4e575d4310b487dc4b3dadf9d4?lang=pl&r=publication&tab=main,urk,profesor
Iwona Ledwożyw-Smoleń,dr inż.,adiunkt,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-1419-1162,NA,NA,NA,9,14,86.278,34.852,2309,62,UR289ff1d20da243f1bef8c6b53249aa7d,https://repo.ur.krakow.pl/info/author/UR289ff1d20da243f1bef8c6b53249aa7d?lang=pl&r=publication&tab=main,urk,adiunkt
"Anna Lenart-Boroń, prof. URK",dr hab. inż.,profesor uczelni,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0003-3655-7567,NA,NA,NA,16,16,227.744,74.829,6327,107,URb63a965b037f4652be9c28a503ad48a4,https://repo.ur.krakow.pl/info/author/URb63a965b037f4652be9c28a503ad48a4?lang=pl&r=publication&tab=main,urk,profesor uczelni
Andrzej Lepiarczyk,prof. dr hab. inż.,profesor,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-7417-7349,NA,NA,NA,7,9,46.367,22.148,2134,100,UR989038dcdfc94873b0199fb238a4b808,https://repo.ur.krakow.pl/info/author/UR989038dcdfc94873b0199fb238a4b808?lang=pl&r=publication&tab=main,urk,profesor
Agnieszka Lis-Krzyścin,dr hab. inż.,adiunkt,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-6630-3245,NA,NA,NA,1,5,14.59,6.097,428,27,UR9472585afedb43e6bdf296084b067307,https://repo.ur.krakow.pl/info/author/UR9472585afedb43e6bdf296084b067307?lang=pl&r=publication&tab=main,urk,adiunkt
"Alicja Macko-Podgórni, prof. URK",dr inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-2416-2808,NA,NA,NA,7,12,119.008,33.896,2879,40,UR1a0e41431ae945e397d028d232fffc33,https://repo.ur.krakow.pl/info/author/UR1a0e41431ae945e397d028d232fffc33?lang=pl&r=publication&tab=main,urk,profesor uczelni
Małgorzata Malik,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0002-4502-2057,NA,NA,NA,NA,6,14.41,7.118,693,27,URbb3977c7dce44c50ae66bd762a8eda4e,https://repo.ur.krakow.pl/info/author/URbb3977c7dce44c50ae66bd762a8eda4e?lang=pl&r=publication&tab=main,urk,adiunkt
Krystian Marzec,mgr inż.,asystent,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-4796-4224,NA,NA,NA,1,3,16.2,3.92,360,4,URKce8a31e100d64c50a811987a761aabe6,https://repo.ur.krakow.pl/info/author/URKce8a31e100d64c50a811987a761aabe6?lang=pl&r=publication&tab=main,urk,asystent
Małgorzata Maślanka,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0002-4251-0928,NA,NA,NA,NA,5,25.794,11.296,911,32,UR7f7aabc08f274735b0762bfe57140854,https://repo.ur.krakow.pl/info/author/UR7f7aabc08f274735b0762bfe57140854?lang=pl&r=publication&tab=main,urk,adiunkt
Justyna Mazur,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0001-5685-1603,NA,NA,NA,1,3,19.39,7.929,819,29,UR47a181b9e59d4ad986dc35a4351e5b7a,https://repo.ur.krakow.pl/info/author/UR47a181b9e59d4ad986dc35a4351e5b7a?lang=pl&r=publication&tab=main,urk,adiunkt
Stanisław Mazur,prof. dr hab. inż.,profesor,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0003-0325-4391,NA,NA,NA,1,5,31.63,11.647,1093,45,URf1de9aff63c54ae488501c0fa7ec90ad,https://repo.ur.krakow.pl/info/author/URf1de9aff63c54ae488501c0fa7ec90ad?lang=pl&r=publication&tab=main,urk,profesor
Anna Miechówka,prof. dr hab. inż.,profesor,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0003-2858-8136,NA,NA,NA,2,7,18.46,11.486,691,37,URc9271b2935494f24ae7adcf2f22b946f,https://repo.ur.krakow.pl/info/author/URc9271b2935494f24ae7adcf2f22b946f?lang=pl&r=publication&tab=main,urk,profesor
Amisalu Milkias Misebo,NA,NA,Katedra Inżynierii Ekologicznej i Hydrologii Leśnej,Wydział Leśny,NA,NA,NA,NA,3,4,39.049,11.667,1540,11,UR7a6cdaecde384cac8a2aff0dbad79441,https://repo.ur.krakow.pl/info/author/UR7a6cdaecde384cac8a2aff0dbad79441?lang=pl&r=publication&tab=main,urk,NA
Paweł Mundała,dr inż.,asystent,"Katedra Ekologii, Klimatologii i Ochrony Powietrza",Wydział Inżynierii Środowiska i Geodezji,0000-0003-1226-0662,NA,NA,NA,4,5,18.544,8.937,737,32,16099,https://repo.ur.krakow.pl/info/author/16099?lang=pl&r=publication&tab=main,urk,asystent
Piotr Muras,dr hab. inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0001-9561-5005,NA,NA,NA,1,3,8.731,3.959,470,33,UR710bf454aa0640358e86a36b6cfb02e2,https://repo.ur.krakow.pl/info/author/UR710bf454aa0640358e86a36b6cfb02e2?lang=pl&r=publication&tab=main,urk,adiunkt
Jacek Nawrocki,dr hab. inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0003-2664-8393,NA,NA,NA,3,6,18.823,10.12,988,61,UR7dc78b732f7e40058308856b85166050,https://repo.ur.krakow.pl/info/author/UR7dc78b732f7e40058308856b85166050?lang=pl&r=publication&tab=main,urk,adiunkt
"Paweł Nicia, prof. URK",dr inż.,profesor uczelni,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0002-6556-5868,NA,NA,NA,NA,10,71.45,29.049,2413,66,UR765c1b174ed14daf9e8423462d7ae112,https://repo.ur.krakow.pl/info/author/UR765c1b174ed14daf9e8423462d7ae112?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Marcin Niemiec, prof. URK",dr hab. inż.,profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0001-9144-3728,NA,NA,NA,10,19,173.194,77.79,7996,200,UR06f684d63f054eb281571f2079e1802f,https://repo.ur.krakow.pl/info/author/UR06f684d63f054eb281571f2079e1802f?lang=pl&r=publication&tab=main,urk,profesor uczelni
Barbara Nowak,dr hab. inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0002-8081-5239,NA,NA,NA,1,6,30.395,12.014,961,22,UR3734a6b85ed74742a8f16364fbc716f1,https://repo.ur.krakow.pl/info/author/UR3734a6b85ed74742a8f16364fbc716f1?lang=pl&r=publication&tab=main,urk,adiunkt
"Andrzej Oleksy, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-3102-676X,NA,NA,NA,6,9,52.109,30.957,2257,95,UR54db415de42d474f9f1f62af7c82ee85,https://repo.ur.krakow.pl/info/author/UR54db415de42d474f9f1f62af7c82ee85?lang=pl&r=publication&tab=main,urk,profesor uczelni
Marek Ostafin,dr inż.,adiunkt,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0001-9089-114X,NA,NA,NA,6,5,14.386,9.739,510,29,UR00f1343e26584a5bb759d43432801134,https://repo.ur.krakow.pl/info/author/UR00f1343e26584a5bb759d43432801134?lang=pl&r=publication&tab=main,urk,adiunkt
Piotr Pałka,NA,asystent,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0001-5958-7422,NA,NA,NA,2,3,8.273,3.623,330,5,UR3cae9d3fd8d644a2998166d8800ac7af,https://repo.ur.krakow.pl/info/author/UR3cae9d3fd8d644a2998166d8800ac7af?lang=pl&r=publication&tab=main,urk,asystent
Bożena Pawłowska,prof. dr hab. inż.,profesor,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0003-0922-8194,NA,NA,NA,8,13,115.661,45.579,3788,115,URe096e280cadd4be189e45567fa5cf5cb,https://repo.ur.krakow.pl/info/author/URe096e280cadd4be189e45567fa5cf5cb?lang=pl&r=publication&tab=main,urk,profesor
Przemysław Petryszak,dr inż.,adiunkt,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-8507-8928,NA,NA,NA,NA,6,36.639,11.361,758,20,URe020fc345d714ac0a98e172a30664a67,https://repo.ur.krakow.pl/info/author/URe020fc345d714ac0a98e172a30664a67?lang=pl&r=publication&tab=main,urk,adiunkt
"Sławomir Pietrzyk, prof. URK",dr hab. inż.,profesor uczelni,Katedra Analizy i Oceny Jakości Żywności,Wydział Technologii Żywności,0000-0002-0757-2111,NA,NA,NA,17,17,133.545,48.26,2946,131,UR1c6044792fd44577af3050ba3707784c,https://repo.ur.krakow.pl/info/author/UR1c6044792fd44577af3050ba3707784c?lang=pl&r=publication&tab=main,urk,profesor uczelni
Agnieszka Płażek,prof. dr hab. inż.,profesor,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0003-2119-5890,NA,NA,NA,8,13,114.538,41.706,2928,53,URb9ce860b7233493e8447d9ce26c529dd,https://repo.ur.krakow.pl/info/author/URb9ce860b7233493e8447d9ce26c529dd?lang=pl&r=publication&tab=main,urk,profesor
"Maria Pobożniak, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0002-4930-2865,NA,NA,NA,NA,5,24.891,12.339,927,58,URdabb3a235063400698c3097c21ae0479,https://repo.ur.krakow.pl/info/author/URdabb3a235063400698c3097c21ae0479?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Ewa Pociecha, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0003-1093-8150,NA,NA,NA,3,18,192.481,60.169,3163,66,URd3fd88897e424a91af953347731e106c,https://repo.ur.krakow.pl/info/author/URd3fd88897e424a91af953347731e106c?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Agata Ptak, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0001-6614-0258,NA,NA,NA,12,19,88.298,34.571,2193,94,UR303d64705d1b43dba5d82e2934e93c45,https://repo.ur.krakow.pl/info/author/UR303d64705d1b43dba5d82e2934e93c45?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Joanna Puła, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-3672-5690,NA,NA,NA,1,9,48.112,18.564,1871,81,UR138df19f07d44b6aa8ddf1e173cbc9a7,https://repo.ur.krakow.pl/info/author/UR138df19f07d44b6aa8ddf1e173cbc9a7?lang=pl&r=publication&tab=main,urk,profesor uczelni
Katarzyna Pużyńska,dr inż.,adiunkt,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-7875-6655,NA,NA,NA,6,7,30.018,11.428,904,49,UR7c168a2deaf94f3b96d6d992931f6d52,https://repo.ur.krakow.pl/info/author/UR7c168a2deaf94f3b96d6d992931f6d52?lang=pl&r=publication&tab=main,urk,adiunkt
"Adam Radkowski, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-3146-6212,NA,NA,NA,8,10,76.358,32.481,3203,199,URe2b3c335624648069b17ffb990aa3785,https://repo.ur.krakow.pl/info/author/URe2b3c335624648069b17ffb990aa3785?lang=pl&r=publication&tab=main,urk,profesor uczelni
Marcin Rapacz,prof. dr hab. inż.,profesor,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0003-1071-1159,NA,NA,NA,12,25,321.942,109.389,5927,115,UR409a95a1881548afaaeab11231f10d0d,https://repo.ur.krakow.pl/info/author/UR409a95a1881548afaaeab11231f10d0d?lang=pl&r=publication&tab=main,urk,profesor
Kinga Regdos,mgr inż.,asystent,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-0283-4925,NA,NA,NA,NA,1,8.155,3.113,165,4,UR51bb9f32ee2245539a3254503f034ce4,https://repo.ur.krakow.pl/info/author/UR51bb9f32ee2245539a3254503f034ce4?lang=pl&r=publication&tab=main,urk,asystent
Dariusz Ropek,prof. dr hab. inż.,profesor,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0001-5193-7109,NA,NA,NA,1,7,36.434,17.292,1516,54,UR733f2e3d5a4f4d52a0510e3016fea041,https://repo.ur.krakow.pl/info/author/UR733f2e3d5a4f4d52a0510e3016fea041?lang=pl&r=publication&tab=main,urk,profesor
"Urszula Sadowska, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Eksploatacji Maszyn, Ergonomii i Procesów Produkcyjnych",Wydział Inżynierii Produkcji i Energetyki,0000-0001-7511-0632,NA,NA,NA,10,11,65.077,29.832,2149,53,UR996ab15600ce43c3846945e34d1aeedd,https://repo.ur.krakow.pl/info/author/UR996ab15600ce43c3846945e34d1aeedd?lang=pl&r=publication&tab=main,urk,profesor uczelni
Włodzimierz Sady,prof. dr hab. inż.,profesor,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0005-6755,NA,NA,NA,7,16,59.25,51.763,1962,349,UR49ff8d7e5bf247f8a93c40e0cd8bb65c,https://repo.ur.krakow.pl/info/author/UR49ff8d7e5bf247f8a93c40e0cd8bb65c?lang=pl&r=publication&tab=main,urk,profesor
Paweł Satora,prof. dr hab. inż.,profesor,Katedra Technologii Fermentacji i Mikrobiologii,Wydział Technologii Żywności,0000-0003-4091-5822,NA,NA,NA,10,18,174.348,61.979,4857,138,UR2f0b9bad09d942df91df23a3ef2b2a6f,https://repo.ur.krakow.pl/info/author/UR2f0b9bad09d942df91df23a3ef2b2a6f?lang=pl&r=publication&tab=main,urk,profesor
