profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,uczelnia,stanowisko_raw,if_per_pub,mein_per_pub,if_to_mein,n_pub_oa,mean_fwci,avg_authors_per_pub,h_index_oa,cited_total,n_unique_coauthors,fwci_top10_pct,kategoria
Elżbieta Paduch-Cichal,prof. dr hab. inż.,profesor,Katedra Ochrony Roślin,NA,0000-0002-2294-8148,NA,NA,NA,8,8,52.794,21.818,NA,86,WULS7a3dd5b63101497981904a7cc2d38d97,https://bw.sggw.edu.pl/info/author/WULS7a3dd5b63101497981904a7cc2d38d97?lang=pl&r=publication&tab=main,sggw,Profesor,0.6138837209302325,NA,NA,NA,NA,NA,NA,NA,NA,NA,A
Krzysztof Pągowski,dr inż.,asystent,Katedra Agronomii,NA,0000-0002-8174-4399,NA,NA,NA,1,1,3.4,NA,NA,5,WULS8deddba71f2345ea89c8da0a43ef273b,https://bw.sggw.edu.pl/info/author/WULS8deddba71f2345ea89c8da0a43ef273b?lang=pl&r=publication&tab=main,sggw,Asystent,0.6799999999999999,NA,NA,3,2.68805,5.666666666666667,1,4,9,FALSE,A
Aneta Perzanowska,dr inż.,adiunkt,Katedra Agronomii,NA,0000-0003-3343-8095,NA,NA,NA,5,5,35.916,5.443,NA,19,WULS2b69a7704be843318548599a7b8f050e,https://bw.sggw.edu.pl/info/author/WULS2b69a7704be843318548599a7b8f050e?lang=pl&r=publication&tab=main,sggw,Adiunkt,1.890315789473684,NA,NA,9,1.3761222222222222,9,5,90,49,FALSE,A
Artur Pędziwiatr,dr,adiunkt,Katedra Gleboznawstwa,NA,0000-0002-6253-4302,NA,NA,NA,11,11,111.029,17.899,NA,35,WULS4ef65001b1714215bffd20307ece3955,https://bw.sggw.edu.pl/info/author/WULS4ef65001b1714215bffd20307ece3955?lang=pl&r=publication&tab=main,sggw,Adiunkt,3.1722571428571427,NA,NA,45,3.5965625,5.355555555555555,11,514,89,TRUE,A
Ewelina Pióro-Jabrucka,dr,adiunkt,Katedra Roślin Warzywnych i Leczniczych,NA,0000-0002-8593-0906,NA,NA,NA,7,8,44.488,8.917,NA,81,WULS29c406a7ac8846ffb0ea5a1bad912441,https://bw.sggw.edu.pl/info/author/WULS29c406a7ac8846ffb0ea5a1bad912441?lang=pl&r=publication&tab=main,sggw,Adiunkt,0.5492345679012346,NA,NA,27,1.8349481481481482,5.037037037037037,8,461,37,FALSE,A
Robert Popek,dr hab. inż.,profesor uczelni,Centrum Badań Klimatu SGGW,NA,0000-0001-6112-841X,NA,NA,NA,25,24,195.594,23.377,NA,63,WULS8c57b7839030409fbc1cfd3001ec6bad,https://bw.sggw.edu.pl/info/author/WULS8c57b7839030409fbc1cfd3001ec6bad?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,3.1046666666666667,NA,NA,77,4.700221428571429,6.324675324675325,25,3146,185,TRUE,A
Jarosław Przybył,dr,adiunkt,Katedra Roślin Warzywnych i Leczniczych,NA,0000-0003-0959-184X,NA,NA,NA,21,21,148.963,38.197,NA,140,WULS1b5f5849eb7746df93e914878f4c5332,https://bw.sggw.edu.pl/info/author/WULS1b5f5849eb7746df93e914878f4c5332?lang=pl&r=publication&tab=main,sggw,Adiunkt,1.0640214285714285,NA,NA,147,1.331398620689655,4.462585034013605,23,1693,136,FALSE,A
Sebastian Przybyłko,dr inż.,adiunkt,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,NA,0000-0003-2926-5937,NA,NA,NA,2,7,47.969,9.106,NA,49,WULSfe763190db7e406aa731b2e2f0638b76,https://bw.sggw.edu.pl/info/author/WULSfe763190db7e406aa731b2e2f0638b76?lang=pl&r=publication&tab=main,sggw,Adiunkt,0.9789591836734695,NA,NA,16,1.8770333333333333,3.75,7,144,17,FALSE,A
Arkadiusz Przybysz,dr hab. inż.,profesor uczelni,Centrum Badań Klimatu SGGW,NA,0000-0002-1378-6546,NA,NA,NA,19,20,287.705,37.652,NA,86,WULSdba35cf18b574a57b96ce2ed1c2046e4,https://bw.sggw.edu.pl/info/author/WULSdba35cf18b574a57b96ce2ed1c2046e4?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,3.345406976744186,NA,NA,104,2.629998901098901,6.221153846153846,21,1509,245,FALSE,A
Ewa Puchalska,dr,adiunkt,Katedra Ochrony Roślin,NA,0000-0001-6032-3571,NA,NA,NA,7,7,56.159,12.781,NA,30,WULS7d9f1699d3c24d448a372d2cae48c54e,https://bw.sggw.edu.pl/info/author/WULS7d9f1699d3c24d448a372d2cae48c54e?lang=pl&r=publication&tab=main,sggw,Adiunkt,1.8719666666666666,NA,NA,35,1.1885,5.257142857142857,7,135,50,FALSE,A
Julita Rabiza-Świder,dr hab.,profesor uczelni,Instytut Nauk Ogrodniczych,Wydziału Ogrodniczego Samodzielny Zakład Roślin Ozdobnych Instytut Nauk Ogrodniczych,0000-0003-3599-0051,NA,NA,NA,11,12,77.065,24.857,NA,98,WULSb77da74b0e604fd9be3233b346ff64f3,https://bw.sggw.edu.pl/info/author/WULSb77da74b0e604fd9be3233b346ff64f3?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,0.7863775510204082,NA,NA,64,1.090446875,3.40625,14,574,37,FALSE,A
Michał Reut,dr inż.,adiunkt,Katedra Ochrony Roślin,NA,0000-0002-9259-7830,NA,NA,NA,4,5,28.2,7.511,NA,13,WULS2af8691a50ff4fa8a00ad2f709685c4b,https://bw.sggw.edu.pl/info/author/WULS2af8691a50ff4fa8a00ad2f709685c4b?lang=pl&r=publication&tab=main,sggw,Adiunkt,2.169230769230769,NA,NA,18,0.9741337476470588,4.277777777777778,6,117,42,FALSE,A
Edyta Rosłon-Szeryńska,dr hab.,adiunkt,Katedra Architektury Krajobrazu,NA,0000-0003-0191-7999,NA,NA,NA,3,2,4.751,3.137,NA,113,WULS3192f7645be14a16bb4e7586e2b6bff7,https://bw.sggw.edu.pl/info/author/WULS3192f7645be14a16bb4e7586e2b6bff7?lang=pl&r=publication&tab=main,sggw,Adiunkt,0.04204424778761062,NA,NA,60,0.18842333333333333,2.05,5,83,26,FALSE,A
Beata Rustowska,dr,asystent,Katedra Gleboznawstwa,NA,0000-0001-9434-862X,NA,NA,NA,1,3,10.1,0.238,NA,6,WULS054a31344f93447cbe8bbff9476b6228,https://bw.sggw.edu.pl/info/author/WULS054a31344f93447cbe8bbff9476b6228?lang=pl&r=publication&tab=main,sggw,Asystent,1.6833333333333333,NA,NA,7,1.41382,2.2857142857142856,3,21,4,FALSE,A
Beata Rutkowska,prof. dr hab. inż.,profesor,Instytut Rolnictwa,NA,0000-0003-4563-0156,NA,NA,NA,16,17,170.74,51.977,NA,139,WULS7d63a5df20554db9b38e8170e77aaeca,https://bw.sggw.edu.pl/info/author/WULS7d63a5df20554db9b38e8170e77aaeca?lang=pl&r=publication&tab=main,sggw,Profesor,1.2283453237410074,NA,NA,133,1.4175576923076922,6.142857142857143,19,2078,336,FALSE,A
Anna Rybarczyk-Płońska,dr,adiunkt,Katedra Biochemii i Mikrobiologii,NA,0000-0002-4151-0467,NA,NA,NA,12,12,59.978,14.919,NA,16,WULS2e8c1bd0a7004e518bf762a71abfb42f,https://bw.sggw.edu.pl/info/author/WULS2e8c1bd0a7004e518bf762a71abfb42f?lang=pl&r=publication&tab=main,sggw,Adiunkt,3.748625,NA,NA,27,3.9701307692307695,6.407407407407407,15,969,64,TRUE,A
Ewa Sady-Makarewicz,dr inż.,adiunkt,Centrum Medycyny Translacyjnej SGGW,NA,0000-0002-9395-393X,NA,NA,NA,1,1,NA,0.692,NA,11,WULS364ca28e79ea4a9db7e2a2c727ea5f90,https://bw.sggw.edu.pl/info/author/WULS364ca28e79ea4a9db7e2a2c727ea5f90?lang=pl&r=publication&tab=main,sggw,Adiunkt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A
Stanisław Samborski,dr hab.,profesor uczelni,Katedra Agronomii,NA,0000-0003-1147-5805,NA,NA,NA,11,11,46.233,24.548,NA,65,WULS5d34eaa6627543abb863a6541a74c413,https://bw.sggw.edu.pl/info/author/WULS5d34eaa6627543abb863a6541a74c413?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,0.711276923076923,NA,NA,52,1.255678,4.769230769230769,12,750,87,FALSE,A
Leszek Sieczko,dr inż.,adiunkt,Katedra Biometrii,NA,0000-0002-9325-643X,NA,NA,NA,9,8,52.504,18.864,NA,80,WULSa4da368ca7da450fbc92429b42f2aaa0,https://bw.sggw.edu.pl/info/author/WULSa4da368ca7da450fbc92429b42f2aaa0?lang=pl&r=publication&tab=main,sggw,Adiunkt,0.6563,NA,NA,64,1.0760015873015873,3.609375,10,386,83,FALSE,A
Dorota Sienkiewicz-Paderewska,dr inż.,adiunkt,Katedra Biometrii,NA,0000-0002-4255-8390,NA,NA,NA,5,4,27.836,6.803,NA,26,WULSfc066fbfac7a4874b5f5c051b6a04268,https://bw.sggw.edu.pl/info/author/WULSfc066fbfac7a4874b5f5c051b6a04268?lang=pl&r=publication&tab=main,sggw,Adiunkt,1.0706153846153845,NA,NA,1,0,2,0,0,1,FALSE,A
Piotr Sikorski,dr hab.,profesor uczelni,Katedra Kształtowania Środowiska i Teledetekcji,NA,0000-0002-5611-4731,NA,NA,NA,12,15,119.757,24.431,NA,84,WULS1ad1d178bbf84d80ba045436dc215e0e,https://bw.sggw.edu.pl/info/author/WULS1ad1d178bbf84d80ba045436dc215e0e?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,1.4256785714285716,NA,NA,69,1.8070033898305085,4.695652173913044,18,1252,106,FALSE,A
Agnieszka Skarzyńska,dr inż.,adiunkt,"Katedra Genetyki, Hodowli i Biotechnologii Roślin",NA,0000-0003-2301-8679,NA,NA,NA,8,9,66.248,17.825,NA,31,WULSab1869f2fc1e4d8aa120327721d95ef7,https://bw.sggw.edu.pl/info/author/WULSab1869f2fc1e4d8aa120327721d95ef7?lang=pl&r=publication&tab=main,sggw,Adiunkt,2.1370322580645165,NA,NA,33,1.636246875,5.575757575757576,10,366,53,FALSE,A
Ewa Skutnik,dr hab.,profesor uczelni,Instytut Nauk Ogrodniczych,NA,0000-0002-5788-6426,NA,NA,NA,9,10,65.974,21.192,NA,103,WULS5bde3fc5936f4b48a0e549c6db8e6ec3,https://bw.sggw.edu.pl/info/author/WULS5bde3fc5936f4b48a0e549c6db8e6ec3?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,0.6405242718446602,NA,NA,103,0.6318669902912621,2.495145631067961,13,550,36,FALSE,A
Renata Słomnicka,dr inż.,adiunkt,"Katedra Genetyki, Hodowli i Biotechnologii Roślin",NA,0000-0002-6379-4261,NA,NA,NA,6,6,31.583,6.999,NA,22,WULS177a2e414c814156bd4d03c3455e3840,https://bw.sggw.edu.pl/info/author/WULS177a2e414c814156bd4d03c3455e3840?lang=pl&r=publication&tab=main,sggw,Adiunkt,1.435590909090909,NA,NA,14,1.3931357142857144,5.5,6,104,30,FALSE,A
Dariusz Sochacki,dr hab. inż.,adiunkt,Instytut Nauk Ogrodniczych,NA,0000-0002-9202-1356,NA,NA,NA,3,4,30.075,6.28,NA,47,WULSd46f035c2dfd4752b086abdf2f1e4659,https://bw.sggw.edu.pl/info/author/WULSd46f035c2dfd4752b086abdf2f1e4659?lang=pl&r=publication&tab=main,sggw,Adiunkt,0.6398936170212766,NA,NA,NA,NA,NA,NA,NA,NA,NA,A
Tomasz Sosulski,dr hab. inż.,profesor uczelni,Instytut Rolnictwa,NA,0000-0001-6364-571X,NA,NA,NA,15,16,81.974,32.391,NA,70,WULS45c800f3cedc48a48e6506594eaad132,https://bw.sggw.edu.pl/info/author/WULS45c800f3cedc48a48e6506594eaad132?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,1.171057142857143,NA,NA,56,1.734029090909091,3.9642857142857144,15,719,48,FALSE,A
Dagmara Stangierska-Mazurkiewicz,dr inż.,adiunkt,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,NA,0000-0002-8104-0527,NA,NA,NA,7,9,58.81,10.782,NA,65,WULS364ce8d2ee3f4df4b31783d24771fadc,https://bw.sggw.edu.pl/info/author/WULS364ce8d2ee3f4df4b31783d24771fadc?lang=pl&r=publication&tab=main,sggw,Adiunkt,0.9047692307692308,NA,NA,48,1.1327622222222222,4.25,9,277,47,FALSE,A
Marta Stankiewicz-Kosyl,dr hab. inż.,adiunkt,Katedra Ochrony Roślin,NA,0000-0002-6209-7843,NA,NA,NA,12,11,60.134,23.06,NA,36,WULSca0853a3ab014c678e539b6b03cab9dd,https://bw.sggw.edu.pl/info/author/WULSca0853a3ab014c678e539b6b03cab9dd?lang=pl&r=publication&tab=main,sggw,Adiunkt,1.670388888888889,NA,NA,43,2.4169953488372093,7.953488372093023,16,1061,144,FALSE,A
Paweł Staszek,dr,adiunkt,Katedra Botaniki i Fizjologii Roslin,NA,0000-0001-8532-5151,NA,NA,NA,12,12,93.601,16.338,NA,27,WULS5562b3b8155b459b95dd68a1e019c5b4,https://bw.sggw.edu.pl/info/author/WULS5562b3b8155b459b95dd68a1e019c5b4?lang=pl&r=publication&tab=main,sggw,Adiunkt,3.4667037037037036,NA,NA,28,2.2652407407407407,8.5,13,337,126,FALSE,A
Marcin Studnicki,dr hab. inż.,profesor uczelni,Katedra Biometrii,NA,0000-0001-9773-7313,NA,NA,NA,16,16,261.413,63.177,NA,142,WULS6017c24d71ea4516bcbeed974bcbe35c,https://bw.sggw.edu.pl/info/author/WULS6017c24d71ea4516bcbeed974bcbe35c?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,1.84093661971831,NA,NA,144,1.961582142857143,4.868055555555555,18,1249,231,FALSE,A
Sylwia Styczyńska,dr inż.,adiunkt,Katedra Roślin Warzywnych i Leczniczych,NA,0000-0002-0506-3401,NA,NA,NA,3,3,10.707,0.914,NA,3,WULS6b32cbc184734d9386bbc6ff9b249022,https://bw.sggw.edu.pl/info/author/WULS6b32cbc184734d9386bbc6ff9b249022?lang=pl&r=publication&tab=main,sggw,Adiunkt,3.5690000000000004,NA,NA,4,6.52825,6.5,2,26,12,TRUE,A
Marzena Suchocka,dr hab. inż.,profesor uczelni,Katedra Architektury Krajobrazu,NA,0000-0002-0759-5348,NA,NA,NA,10,11,68.145,19.384,NA,96,WULS959046ab966e41189655649756ca2d96,https://bw.sggw.edu.pl/info/author/WULS959046ab966e41189655649756ca2d96?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,0.70984375,NA,NA,72,0.8927455882352942,3.4305555555555554,11,549,84,FALSE,A
Irena Suwara,dr hab. inż.,profesor uczelni,Katedra Agronomii,Wydziału Rolnictwa i Ekologii Katedra Agronomii Instytut Rolnictwa,0000-0001-8754-1552,NA,NA,NA,8,9,33.837,11.292,NA,30,WULS4725ea3e169341de91a2461d7ae51752,https://bw.sggw.edu.pl/info/author/WULS4725ea3e169341de91a2461d7ae51752?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,1.1279000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,A
Tatiana Swoczyna,dr inż.,adiunkt,Katedra Ochrony Środowiska i Dendrologii,NA,0000-0002-4319-9158,NA,NA,NA,7,7,38.861,11.8,NA,33,WULS8113e88fb6154b6da24c4e5b90eae3d0,https://bw.sggw.edu.pl/info/author/WULS8113e88fb6154b6da24c4e5b90eae3d0?lang=pl&r=publication&tab=main,sggw,Adiunkt,1.1776060606060605,NA,NA,24,3.408891304347826,4.416666666666667,8,547,42,TRUE,A
Ewa Szara,dr hab. inż.,adiunkt,Instytut Rolnictwa,NA,0000-0002-4279-5302,NA,NA,NA,14,16,80.122,35.008,NA,60,WULSedc2c65ff676473090a757322315eba6,https://bw.sggw.edu.pl/info/author/WULSedc2c65ff676473090a757322315eba6?lang=pl&r=publication&tab=main,sggw,Adiunkt,1.3353666666666666,NA,NA,46,1.7405108695652174,4.8478260869565215,16,786,70,FALSE,A
Ewa Szpadzik,dr,adiunkt,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,NA,0000-0002-3144-0573,NA,NA,NA,4,5,32.239,7.26,NA,35,WULSb092ab3dfc0d423b8411db6eba8f408f,https://bw.sggw.edu.pl/info/author/WULSb092ab3dfc0d423b8411db6eba8f408f?lang=pl&r=publication&tab=main,sggw,Adiunkt,0.9211142857142857,NA,NA,16,1.31175,3.75,6,127,22,FALSE,A
Wiesław Szulc,prof. dr hab. inż.,profesor,Instytut Rolnictwa,NA,0000-0001-8505-0514,NA,NA,NA,16,18,181.455,53.123,NA,140,WULS712ba46675ae40e59a12809316b64444,https://bw.sggw.edu.pl/info/author/WULS712ba46675ae40e59a12809316b64444?lang=pl&r=publication&tab=main,sggw,Profesor,1.296107142857143,NA,NA,131,1.4545062992125986,6.419847328244275,19,2100,348,FALSE,A
Magdalena Szymańska,dr hab. inż.,profesor uczelni,Instytut Rolnictwa,NA,0000-0002-1302-6950,NA,NA,NA,14,15,79.486,28.467,NA,89,WULS8c41a377214f4a5e814365f6c306aee1,https://bw.sggw.edu.pl/info/author/WULS8c41a377214f4a5e814365f6c306aee1?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,0.8931011235955056,NA,NA,89,1.3805067415730337,3.595505617977528,15,762,89,FALSE,A
Kazimierz Tomala,prof. dr hab. inż.,profesor,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,"Wydziału Ogrodniczego SGGW (1980), doktor nauk rolniczych (1987), doktor habilitowany nauk rolniczych w zakresie ogrodnictwa – sadownictwa (1996),",0000-0002-2715-1074,NA,NA,NA,14,14,58.981,24.579,NA,422,WULS4548de68d0b9440f8bb1b3a532bab2be,https://bw.sggw.edu.pl/info/author/WULS4548de68d0b9440f8bb1b3a532bab2be?lang=pl&r=publication&tab=main,sggw,Profesor,0.1397654028436019,NA,NA,NA,NA,NA,NA,NA,NA,NA,A
Łukasz Uzarowicz,dr hab.,profesor uczelni,Katedra Gleboznawstwa,NA,0000-0002-7982-404X,NA,NA,NA,18,18,134.89,37.002,NA,53,WULSddc8f0d099364d3784fb67fcbd79912a,https://bw.sggw.edu.pl/info/author/WULSddc8f0d099364d3784fb67fcbd79912a?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,2.5450943396226413,NA,NA,61,3.856498148148148,5.524590163934426,20,1108,141,TRUE,A
Wojciech Wakuliński,prof. dr hab.,profesor,Katedra Ochrony Roślin,NA,0000-0002-6441-4590,NA,NA,NA,6,6,53.152,16.452,NA,57,WULSb402c5a21ec045ffb7d761ebac1e0dd3,https://bw.sggw.edu.pl/info/author/WULSb402c5a21ec045ffb7d761ebac1e0dd3?lang=pl&r=publication&tab=main,sggw,Profesor,0.9324912280701755,NA,NA,71,0.4475056338028169,5.084507042253521,12,374,120,FALSE,A
Magdalena Wijata,dr inż.,adiunkt,Katedra Agronomii,NA,0000-0001-5086-7698,NA,NA,NA,6,6,19.652,4.908,NA,20,WULS6d08e29e532046aa9adeb79fcd320b4a,https://bw.sggw.edu.pl/info/author/WULS6d08e29e532046aa9adeb79fcd320b4a?lang=pl&r=publication&tab=main,sggw,Adiunkt,0.9826,NA,NA,10,2.19658,6.9,6,107,21,FALSE,A
Marzena Wińska-Krysiak,dr hab.,profesor uczelni,Katedra Ochrony Roślin,NA,0000-0001-5403-5725,NA,NA,NA,8,9,67.69,20.159,NA,47,WULS08c0cedaa0844cdb879566a053857b28,https://bw.sggw.edu.pl/info/author/WULS08c0cedaa0844cdb879566a053857b28?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,1.4402127659574468,NA,NA,26,1.8243653846153847,5.115384615384615,10,373,69,FALSE,A
Marcin Wit,dr inż.,adiunkt,Katedra Ochrony Roślin,NA,0000-0002-5219-2185,NA,NA,NA,4,4,36.439,12.125,NA,34,WULS860778ab429148979774987923990184,https://bw.sggw.edu.pl/info/author/WULS860778ab429148979774987923990184?lang=pl&r=publication&tab=main,sggw,Adiunkt,1.071735294117647,NA,NA,32,0.37094375,6.03125,5,95,59,FALSE,A
Agnieszka Wnuk,dr inż.,adiunkt,Katedra Biometrii,NA,0000-0002-4105-9717,NA,NA,NA,6,6,23.542,12.635,NA,21,WULS273e645bc2164e36bdf2bde71fcf9c85,https://bw.sggw.edu.pl/info/author/WULS273e645bc2164e36bdf2bde71fcf9c85?lang=pl&r=publication&tab=main,sggw,Adiunkt,1.121047619047619,NA,NA,6,0,19,1,1,74,FALSE,A
Elżbieta Wójcik-Gront,dr hab.,profesor uczelni,Katedra Biometrii,NA,0000-0002-7172-0529,NA,NA,NA,12,12,219.04,36.583,NA,90,WULSfd56132d671e436f930e374660756293,https://bw.sggw.edu.pl/info/author/WULSfd56132d671e436f930e374660756293?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,2.433777777777778,NA,NA,7,2.296071428571429,4.571428571428571,1,1,21,FALSE,A
Mariola Wrochna,dr inż.,adiunkt,Katedra Ochrony Roślin,NA,0000-0003-2516-7563,NA,NA,NA,9,9,31.873,12.316,NA,37,WULSf75fe64911c7471abfdb7140c962770d,https://bw.sggw.edu.pl/info/author/WULSf75fe64911c7471abfdb7140c962770d?lang=pl&r=publication&tab=main,sggw,Adiunkt,0.8614324324324325,NA,NA,33,1.7508030303030304,4.787878787878788,8,503,52,FALSE,A
Dariusz Wrona,dr hab.,profesor uczelni,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,NA,0000-0003-1232-3344,NA,NA,NA,5,8,57.847,18.974,NA,106,WULS1acd6ac819df4bc39bba78534f36b251,https://bw.sggw.edu.pl/info/author/WULS1acd6ac819df4bc39bba78534f36b251?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,0.5457264150943396,NA,NA,NA,NA,NA,NA,NA,NA,NA,A
Zdzisław Wyszyński,prof. dr hab.,profesor,Katedra Agronomii,NA,0000-0002-2847-2857,NA,NA,NA,5,6,44.386,16.543,NA,69,WULS1b9ed7f844084f7292bd2a38f34fa3df,https://bw.sggw.edu.pl/info/author/WULS1b9ed7f844084f7292bd2a38f34fa3df?lang=pl&r=publication&tab=main,sggw,Profesor,0.6432753623188406,NA,NA,1,0,5,0,0,4,FALSE,A
Ewa Zaraś,dr hab. inż.,adiunkt,Katedra Ochrony Środowiska i Dendrologii,Wydziału Ogrodniczego Katedra Ochrony Środowiska i Dendrologii Instytut Nauk Ogrodniczych,0000-0003-2436-9665,NA,NA,NA,6,6,33.4,7.797,NA,99,WULSda9ffcac80ff4e659469ef24a61166bc,https://bw.sggw.edu.pl/info/author/WULSda9ffcac80ff4e659469ef24a61166bc?lang=pl&r=publication&tab=main,sggw,Adiunkt,0.3373737373737374,NA,NA,1,0.21,7,1,1,6,FALSE,A
Barbara Żarska,dr hab. inż.,profesor uczelni,Katedra Ochrony Środowiska i Dendrologii,NA,0000-0001-5341-1557,NA,NA,NA,4,4,33.056,6.726,NA,60,WULSb59fbcb0293340f7950de064038d963d,https://bw.sggw.edu.pl/info/author/WULSb59fbcb0293340f7950de064038d963d?lang=pl&r=publication&tab=main,sggw,Profesor Uczelni,0.5509333333333333,NA,NA,47,0.6157326086956522,3.3191489361702127,5,98,41,FALSE,A
Katarzyna Adamczewska-Sowińska,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0001-6020-3975,NA,NA,NA,13,11,67.491,27.994,2327,109,UPWr520c294c3cc94377af21b25c6390ae75,https://bazawiedzy.upwr.edu.pl/info/author/UPWr520c294c3cc94377af21b25c6390ae75?lang=pl&r=publication&tab=main,upwr,profesor,0.6191834862385321,21.34862385321101,0.029003437902879244,2,0.20725,2.5,2,21,2,FALSE,A
Przemysław Bąbelewski,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0002-6897-6662,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPWr22ece9e18ed04a4885927cf07e3f7240,https://bazawiedzy.upwr.edu.pl/info/author/UPWr22ece9e18ed04a4885927cf07e3f7240?lang=pl&r=publication&tab=main,upwr,profesor,NA,NA,NA,1,NA,5,0,0,4,FALSE,A
Paulina Bączek,dr inż.,adiunkt,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0009-0000-6880-3983,NA,NA,NA,3,3,31.111,9.725,1053,29,UPWrd1b58e9c682a414ea18e38b03cade374,https://bazawiedzy.upwr.edu.pl/info/author/UPWrd1b58e9c682a414ea18e38b03cade374?lang=pl&r=publication&tab=main,upwr,adiunkt,1.0727931034482758,36.310344827586206,0.029545109211775878,11,1.2245636363636363,4.2727272727272725,4,41,19,FALSE,A
Magdalena Bednik-Dudek,dr inż.,NA,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0003-3209-9044,NA,NA,NA,9,10,68.681,20.65,1965,28,UPWr7dfe7130e578415eb652347e8fe96803,https://bazawiedzy.upwr.edu.pl/info/author/UPWr7dfe7130e578415eb652347e8fe96803?lang=pl&r=publication&tab=main,upwr,starszy technik,2.452892857142857,70.17857142857143,0.03495216284987277,20,2.56408125,5.6,11,382,42,FALSE,A
Jakub Bekier,dr hab. inż.,profesor uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0001-7793-8396,NA,NA,NA,10,10,68.201,25.574,2142,93,UPWr51b970e370f24b26aebc54dc5a9f7ed7,https://bazawiedzy.upwr.edu.pl/info/author/UPWr51b970e370f24b26aebc54dc5a9f7ed7?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.7333440860215054,23.032258064516128,0.03183986928104575,42,0.9974585365853659,6.904761904761905,11,447,48,FALSE,A
Anita Biesiada,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0003-2354-5276,NA,NA,NA,17,18,53.5,26.113,1710,228,UPWr49bb9cf6194e484e9840fabf523aeaa2,https://bazawiedzy.upwr.edu.pl/info/author/UPWr49bb9cf6194e484e9840fabf523aeaa2?lang=pl&r=publication&tab=main,upwr,profesor,0.23464912280701755,7.5,0.03128654970760234,NA,NA,NA,NA,NA,NA,NA,A
Adam Bogacz,prof. dr hab. inż.,profesor,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0001-5535-6934,NA,NA,NA,17,16,75.92,38.392,2601,162,UPWra51f1c132eb44e49a6d96e135b934e1a,https://bazawiedzy.upwr.edu.pl/info/author/UPWra51f1c132eb44e49a6d96e135b934e1a?lang=pl&r=publication&tab=main,upwr,profesor,0.468641975308642,16.055555555555557,0.029188773548635142,95,1.286276595744681,3.8105263157894735,16,731,114,FALSE,A
Marek Brennensthul,dr inż.,adiunkt,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0003-4964-482X,NA,NA,NA,5,5,31.826,12.629,1288,141,UPWr2728dfc28bfb4c3c9cff8836f288a691,https://bazawiedzy.upwr.edu.pl/info/author/UPWr2728dfc28bfb4c3c9cff8836f288a691?lang=pl&r=publication&tab=main,upwr,adiunkt,0.2257163120567376,9.134751773049645,0.024709627329192546,46,0.39263478260869566,4.065217391304348,5,104,24,FALSE,A
Bogusława Bronowicka,mgr inż.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPWr940bc09a9e394693afaa073cbd1628b2,https://bazawiedzy.upwr.edu.pl/info/author/UPWr940bc09a9e394693afaa073cbd1628b2?lang=pl&r=publication&tab=main,upwr,główny specjalista ds. farmy miejskiej,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A
